x y z
-0.04526019718049515 -2.200562230633938 -0.39430620545278267
1.8068427872508337 -1.0044295841385005 0.8523147028339935
-0.9401532105400454 0.37893686642899715 1.9931178570200552
-1.18437137332988 -1.521377582381511 -1.1325522954211356
-1.3032318365956388 0.8260598573560259 -1.6183979399852497
0.06970425183141973 -0.6247619127275322 2.145883004658376
-2.1003871279934465 0.10841607598249302 0.7593549018923894
-1.5918085075395385 1.564826786960581 -0.13214689604894525
-0.3749782413266681 1.8715789946467476 1.1647245963439719
2.2008005002692563 -0.2781821344673365 -0.28123274716467217
0.6134569283425236 -1.8835802937007644 1.037205801300156
1.0703862548242327 0.04076858011456591 -1.9628069666573928
-1.2362408898801 -1.517172638338513 1.081617144679861
-0.10824324889950743 2.052228237708936 -0.881273317091669
-2.010497767429104 -0.39841464954768324 -0.8939600070407997
-0.41099591034891414 -0.20164606317966893 -2.188703092445526
1.3988130682757571 1.2036252242013563 -1.2627780167896487
1.3866202109416554 -1.3516019548722342 -1.1182381437751414
1.3963697511027278 1.6976555874465669 0.4100207612021119
1.4341276851197293 0.6701278595243161 1.5793056811974324
