x y z
1.5593302985297368 -0.14827332407917213 0.7392591165847565
-0.8543505164781381 1.2786989257523647 0.7968778151468936
0.29436046167079966 -1.4788224044633278 0.8523122753206452
1.108190199109277 1.0192235193062356 -0.8562113642618581
-0.6098499177836235 -1.4727272352958267 -0.6776116647440609
-1.3919330475470193 -0.5762376713013511 0.8546768613456566
0.011367444367615514 -5.914193916080007E-4 1.7320134039411048
1.2746338195189195 -1.0595645023441538 -0.5026248019256474
0.10552607866046959 -0.2736800510834627 -1.7070335311180906
0.8184399401738184 1.4173644529073135 0.5667751511516964
-1.592366976238182 0.1582221848982727 -0.6628221127814654
-0.5368304393988352 1.3152403116803904 -0.9909369313259663
