x y z
0.32319049338913763 -0.06480378612386563 -2.2116392957005666
1.4451480859110932 -1.2368228582290393 -1.1755067958755723
1.2363518465361834 1.50440822295937 1.0991769694907185
-1.9354306211098053 -0.7764339621444124 -0.807005956173337
-1.3350397984996993 0.9511859663450165 1.5208267468223262
0.45679071395368587 -0.4604933356095857 2.1399271322885833
2.0666558762514 0.8535652015416909 0.018971975981762177
1.2136784739161173 -1.8051826871100565 0.5179768605939463
-1.8106448818064855 -0.9786748350983712 0.8739340244739038
-0.3515026004921313 -1.5746614503121286 -1.5481883731472001
0.03803633270156469 0.7803911335843075 2.0951236039951477
1.5809983040353732 0.5318457250982878 -1.4891556289830659
-1.1198186606927838 1.624277662749299 -1.0524866941951783
-0.48303123312547414 2.13313377684078 0.46521083169491284
2.0406240001637874 -0.5247577729659835 0.7486541054901956
-0.4947671305744219 -2.1805642714182296 0.018572687404864938
-0.4189304049560313 -1.516569279357832 1.5888722216438431
-2.089995047608018 0.757410217009331 0.24135132927712988
0.47145084500591483 1.89827995835029 -1.0836361476385103
-1.1931322268136166 0.2370646343446818 -1.8762291567081575
